Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes
1,Ryan Bergert,20,2,1,0.667,2.92,4,4,,0,0,0,24.2,14,8,8,1,11,0,30,3,0,1,100,1.014,5.1,0.4,4,10.9,2.73,
2,Jake Carr*,20,2,1,0.667,1.52,4,4,,1,0,0,23.2,14,5,4,1,3,0,12,2,1,0,88,0.718,5.3,0.4,1.1,4.6,4,
3,Haden Erbe,21,0,0,,0,2,0,,0,0,0,2,0,0,0,0,0,0,4,0,0,1,7,0,0,0,0,18,,
4,Skylar Gonzalez,19,0,0,,1.08,5,0,,0,0,0,8.1,2,1,1,0,4,1,12,2,0,0,33,0.72,2.2,0,4.3,13,3,
5,Brock Helverson,20,0,0,,27,1,0,,0,0,0,0.2,1,2,2,0,2,0,0,1,0,4,6,4.5,13.5,0,27,0,0,
6,Madison Jeffrey,20,0,1,0,1.42,6,0,,0,0,0,6.1,4,1,1,1,2,0,7,1,0,0,27,0.947,5.7,1.4,2.8,9.9,3.5,
7,Beau Lowery*,20,0,0,,0,2,0,,0,0,0,2.1,1,0,0,0,0,0,0,0,0,0,8,0.429,3.9,0,0,0,,
8,Carter Lyles,19,0,0,,45,3,0,,0,0,0,1,3,5,5,0,3,0,3,0,1,1,9,6,27,0,27,27,1,
9,Dillon Meadows?,--,0,0,,0,4,0,,0,0,0,7,3,0,0,0,4,0,9,2,0,0,28,1,3.9,0,5.1,11.6,2.25,
10,Zach Ottinger,20,0,0,,1,7,0,,0,0,0,9,7,3,1,0,2,0,9,2,0,2,37,1,7,0,2,9,4.5,
11,Noah Short,20,0,0,,0,3,0,,0,0,0,2,3,0,0,0,1,1,3,0,0,1,10,2,13.5,0,4.5,13.5,3,
12,Jimmy Starnes,19,0,0,,inf,1,0,,0,0,0,0,3,4,4,0,0,0,0,1,0,1,4,,,,,,,
13,Tyler Strechay,19,2,1,0.667,3.07,5,4,,0,0,0,14.2,11,6,5,0,6,0,6,0,1,0,59,1.159,6.8,0,3.7,3.7,1,
14,Jacob Watters,19,0,0,,4.7,5,0,,0,0,0,7.2,6,4,4,0,6,0,11,2,0,1,37,1.565,7,0,7,12.9,1.83,
15,Jackson Wolf*,21,3,1,0.75,1.05,4,4,,0,0,0,25.2,15,4,3,0,5,0,27,2,0,1,96,0.779,5.3,0,1.8,9.5,5.4,
16,Tim Wynia,19,1,0,1,0,2,0,,0,0,0,1.1,1,1,0,0,2,0,2,0,0,1,7,2.25,6.8,0,13.5,13.5,1,
17,Braden Zarbnisky,23,1,0,1,0,4,0,,0,0,2,4.2,1,0,0,0,3,1,8,0,0,0,18,0.857,1.9,0,5.8,15.4,2.67,
,17 Players,20,11,5,0.688,2.43,16,16,16,0,4,0,141,89,44,38,3,54,3,143,18,3,14,574,1.014,5.7,0.2,3.4,9.1,2.65,